age,gender,education_level,job_title,monthly_income_usd,credit_score
63,Male,Master,Salesperson,4731.04,330
31,Female,High School,Manager,5280.95,352
36,Male,Bachelor,Driver,500.0,789
30,Female,Other,Teacher,3652.89,845
34,Female,Bachelor,Doctor,2158.2,311
51,Female,Bachelor,Engineer,6478.21,423
30,Female,Master,Manager,8196.88,435
35,Male,Bachelor,Driver,5907.52,511
44,Female,Bachelor,Unemployed,4897.25,720
25,Female,Master,Engineer,1815.92,498
58,Male,Master,Engineer,8202.63,352
54,Female,Master,Engineer,2705.17,843
38,Male,Bachelor,Student,5082.05,731
20,Female,Bachelor,Driver,776.56,575
23,Female,Master,Unemployed,5093.01,316
45,Male,Master,Manager,3001.85,466
27,Female,High School,Salesperson,4053.9,624
40,Female,Other,Unemployed,2918.57,767
29,Female,Master,Accountant,5708.6,808
54,Male,High School,Engineer,2551.86,419
46,Male,High School,Driver,3857.85,668
60,Male,High School,Accountant,2326.16,747
34,Male,Master,Manager,4158.05,672
60,Male,Bachelor,Student,4386.54,802
34,Female,Master,Salesperson,1254.57,547
22,Other,High School,Accountant,5434.24,659
48,Female,High School,Accountant,2584.9,418
50,Female,Bachelor,Accountant,6884.79,378
65,Male,High School,Accountant,7447.94,644
39,Male,Bachelor,Accountant,3884.55,375
20,Male,Bachelor,Engineer,6992.72,552
66,Male,Master,Engineer,3717.86,487
21,Male,Bachelor,Unemployed,2386.45,502
37,Female,Master,Unemployed,2667.55,691
34,Male,PhD,Teacher,6003.35,396
58,Male,Bachelor,Student,4776.98,524
61,Male,High School,Unemployed,1939.64,714
45,Male,High School,Student,6470.36,697
53,Female,Master,Teacher,2333.0,332
35,Male,Master,Unemployed,1466.75,708
40,Male,Master,Unemployed,4290.14,554
20,Female,Master,Accountant,5144.44,450
46,Male,Bachelor,Manager,1109.38,547
48,Female,High School,Teacher,2194.8,320
27,Male,Master,Salesperson,6041.53,774
34,Male,Master,Engineer,4798.01,650
61,Male,Master,Teacher,5268.51,642
55,Male,Bachelor,Teacher,4084.32,300
20,Male,High School,Unemployed,3835.16,586
26,Male,High School,Manager,6155.55,509
46,Male,Master,Doctor,5559.36,600
56,Male,Bachelor,Manager,4641.11,811
36,Female,Master,Manager,4705.09,572
66,Male,High School,Teacher,3110.37,700
61,Female,Master,Doctor,5714.59,641
18,Female,Bachelor,Student,4213.69,809
46,Male,High School,Manager,1429.96,812
20,Male,Bachelor,Engineer,2204.43,304
45,Male,PhD,Accountant,7786.69,395
61,Male,High School,Engineer,7051.74,408
59,Male,Bachelor,Doctor,1909.25,761
23,Female,Bachelor,Accountant,4946.71,745
22,Female,Master,Salesperson,1681.62,835
43,Female,Master,Student,6804.17,433
30,Female,Master,Salesperson,3860.31,678
29,Male,Bachelor,Accountant,1459.24,395
22,Male,Master,Teacher,3890.13,621
48,Male,Master,Driver,3351.27,464
23,Female,Master,Student,6123.66,716
57,Male,Bachelor,Salesperson,5184.18,486
23,Female,Bachelor,Manager,2370.55,478
54,Male,Bachelor,Accountant,3488.38,672
30,Female,Master,Salesperson,5087.28,458
25,Male,Master,Manager,5396.77,745
19,Male,Bachelor,Engineer,3112.19,585
54,Male,Bachelor,Doctor,4620.44,608
61,Male,High School,Salesperson,6135.14,838
31,Male,High School,Accountant,1060.65,833
33,Female,High School,Salesperson,6157.18,763
54,Male,Master,Doctor,3257.7,314
19,Male,Bachelor,Unemployed,646.69,829
63,Male,High School,Unemployed,1431.69,321
45,Male,High School,Engineer,2962.52,411
65,Female,Master,Salesperson,4042.03,702
42,Male,Bachelor,Accountant,3146.23,515
56,Female,Other,Teacher,5170.94,645
22,Male,Master,Student,761.84,830
31,Male,Bachelor,Accountant,3679.09,325
52,Other,PhD,Doctor,3059.71,774
41,Female,Bachelor,Teacher,5178.04,538
54,Female,Master,Manager,2379.53,725
25,Female,Master,Accountant,5589.61,775
48,Male,Master,Manager,2730.13,430
69,Male,Other,Teacher,5926.31,761
53,Other,Master,Salesperson,8906.05,661
38,Female,High School,Engineer,3469.08,446
26,Female,High School,Unemployed,2388.33,714
56,Female,Master,Driver,1146.1,337
33,Male,Bachelor,Manager,5269.87,707
61,Female,Master,Salesperson,4526.13,757
61,Female,High School,Driver,500.0,418
23,Male,High School,Student,3421.95,850
58,Female,High School,Student,4818.02,590
34,Male,Bachelor,Doctor,7439.96,346
21,Male,Bachelor,Doctor,2752.79,368
66,Female,PhD,Doctor,3729.28,846
55,Female,High School,Doctor,5826.9,437
22,Male,Bachelor,Accountant,4534.98,535
35,Male,High School,Driver,5581.04,408
61,Female,Master,Teacher,7721.07,773
21,Female,High School,Teacher,6053.54,408
27,Male,Master,Salesperson,1395.58,572
49,Other,Bachelor,Accountant,5240.68,308
61,Male,Bachelor,Salesperson,3740.83,642
50,Male,Master,Driver,4401.72,453
67,Male,Master,Doctor,5266.1,640
30,Female,Bachelor,Driver,3808.47,432
55,Female,High School,Teacher,6801.52,473
38,Male,High School,Driver,7445.86,529
59,Other,Master,Salesperson,5530.26,557
40,Female,Master,Engineer,5674.53,795
34,Female,Master,Doctor,7158.26,446
42,Male,PhD,Accountant,5745.26,583
60,Female,Master,Manager,5169.96,391
42,Male,Master,Engineer,500.0,614
25,Male,Bachelor,Doctor,1314.76,815
57,Female,High School,Student,1964.72,588
19,Female,PhD,Manager,500.0,757
38,Female,Bachelor,Engineer,3048.2,325
26,Other,High School,Engineer,3511.02,397
58,Male,Bachelor,Unemployed,4424.79,793
57,Female,Master,Unemployed,6083.96,650
24,Female,Bachelor,Manager,500.0,388
44,Female,Bachelor,Manager,1963.86,441
52,Male,High School,Engineer,2586.72,304
50,Male,Bachelor,Unemployed,5009.08,798
69,Female,Bachelor,Engineer,5162.36,722
34,Male,Master,Engineer,5533.8,313
18,Female,Bachelor,Salesperson,2522.39,844
46,Female,Bachelor,Teacher,3255.98,615
19,Female,Master,Driver,5824.66,532
23,Male,Bachelor,Manager,4260.8,417
33,Female,High School,Engineer,5803.89,778
36,Male,Bachelor,Manager,5579.4,430
29,Female,High School,Student,7735.17,559
46,Female,Bachelor,Salesperson,2186.22,424
31,Male,Master,Engineer,3255.22,620
36,Female,Master,Manager,1238.57,522
53,Female,Other,Doctor,2013.96,408
67,Female,Bachelor,Teacher,1051.4,711
36,Male,Master,Engineer,2106.21,367
52,Male,Bachelor,Unemployed,1527.72,698
53,Other,Bachelor,Unemployed,5437.87,792
55,Female,PhD,Accountant,4019.38,466
24,Male,Other,Student,4270.66,842
52,Female,Master,Student,2865.71,383
18,Male,Bachelor,Manager,6843.2,466
26,Female,Bachelor,Manager,3043.93,384
40,Male,Bachelor,Accountant,3140.96,571
23,Female,Bachelor,Driver,5257.91,440
42,Male,Bachelor,Student,1747.29,683
42,Male,Bachelor,Salesperson,2577.65,639
63,Female,Bachelor,Engineer,4023.49,827
33,Female,Master,Unemployed,2024.26,304
59,Male,Master,Driver,7575.68,364
48,Male,Bachelor,Accountant,4325.35,452
50,Male,High School,Manager,2281.01,432
64,Male,PhD,Unemployed,5800.99,772
68,Female,Bachelor,Manager,1920.05,436
31,Female,Other,Salesperson,3425.52,805
26,Male,High School,Manager,6149.08,614
32,Male,Bachelor,Accountant,4434.94,501
28,Female,Bachelor,Unemployed,4546.83,416
45,Male,High School,Teacher,8402.28,789
22,Male,Master,Accountant,4900.76,435
41,Female,Bachelor,Teacher,3874.62,387
67,Female,Bachelor,Doctor,4893.02,316
52,Male,Bachelor,Accountant,4803.01,485
56,Female,High School,Teacher,2061.97,300
30,Male,Bachelor,Accountant,5699.15,635
69,Male,High School,Accountant,6187.39,513
20,Male,Bachelor,Manager,1973.09,359
65,Female,Bachelor,Salesperson,1491.34,778
40,Male,Bachelor,Driver,1702.28,785
39,Female,Master,Student,2649.63,626
60,Female,Bachelor,Accountant,500.0,314
67,Female,High School,Unemployed,3576.34,525
51,Male,High School,Unemployed,6297.54,467
36,Male,Bachelor,Driver,4322.14,508
55,Female,Bachelor,Accountant,5107.98,305
67,Male,Master,Doctor,5452.25,798
54,Male,Bachelor,Doctor,1434.51,457
50,Male,Bachelor,Manager,1751.21,501
26,Male,Bachelor,Unemployed,4875.31,310
40,Male,Bachelor,Accountant,4236.46,680
47,Male,Master,Doctor,2900.67,430
26,Other,High School,Driver,4851.31,316
44,Female,High School,Engineer,7022.59,367
41,Female,Bachelor,Teacher,5758.48,637
43,Male,Master,Unemployed,6263.38,437
51,Other,High School,Engineer,7781.75,393
50,Male,Master,Engineer,4696.91,715
33,Male,High School,Salesperson,6819.61,309
58,Male,Master,Teacher,5364.49,520
31,Male,Bachelor,Doctor,1981.27,783
55,Female,High School,Accountant,3945.8,436
34,Female,PhD,Driver,2968.48,500
40,Female,Master,Student,6488.86,695
57,Female,Master,Accountant,2078.99,397
61,Female,Bachelor,Student,2621.99,538
31,Male,High School,Doctor,3015.47,785
67,Male,Master,Unemployed,3204.21,736
44,Male,Master,Doctor,6699.05,464
62,Male,Bachelor,Accountant,4354.96,805
50,Female,Bachelor,Manager,5881.29,732
39,Female,High School,Doctor,1531.31,695
30,Male,Bachelor,Student,500.0,603
29,Male,Other,Accountant,3930.54,831
34,Female,Bachelor,Manager,500.0,593
36,Male,Bachelor,Unemployed,4412.0,363
35,Female,Master,Doctor,3980.57,455
45,Male,Master,Salesperson,5452.15,662
18,Female,PhD,Engineer,3099.03,324
67,Male,High School,Manager,5297.1,715
22,Male,High School,Accountant,4322.3,310
33,Male,Master,Engineer,3229.05,720
19,Female,Bachelor,Salesperson,6016.96,379
45,Male,High School,Manager,4929.0,656
58,Female,Bachelor,Accountant,2503.98,541
20,Male,Bachelor,Salesperson,1694.83,807
27,Female,High School,Teacher,3918.28,537
43,Male,Bachelor,Unemployed,6736.99,769
43,Female,Other,Driver,904.07,639
19,Male,Master,Manager,1788.03,713
26,Male,High School,Student,1815.56,335
60,Female,Master,Salesperson,5071.57,808
40,Male,Bachelor,Manager,3546.59,678
64,Female,Bachelor,Engineer,3548.95,740
41,Male,High School,Engineer,4011.36,511
67,Male,Bachelor,Engineer,4897.0,783
40,Female,Master,Accountant,5343.73,673
43,Male,Bachelor,Doctor,6581.17,470
60,Female,Bachelor,Student,2384.77,447
44,Female,Bachelor,Salesperson,5200.7,685
35,Male,Master,Doctor,5972.3,370
49,Female,High School,Unemployed,5625.48,573
21,Other,Bachelor,Driver,5551.11,495
25,Male,Bachelor,Unemployed,4798.32,363
46,Male,Bachelor,Doctor,3270.12,340
27,Other,High School,Accountant,6066.97,617
49,Female,PhD,Unemployed,2851.75,636
40,Male,Master,Unemployed,3656.46,765
21,Female,Master,Teacher,4373.68,431
56,Male,PhD,Driver,2216.7,848
51,Male,Master,Engineer,3384.67,546
23,Male,Master,Driver,588.67,419
18,Female,High School,Engineer,3645.94,738
32,Female,Bachelor,Doctor,1005.68,657
20,Female,Bachelor,Engineer,3003.19,815
46,Female,High School,Teacher,4692.81,706
43,Male,Master,Driver,5264.18,524
59,Male,Master,Student,5425.49,564
19,Female,Master,Manager,4171.9,448
62,Male,Bachelor,Manager,4546.46,636
50,Male,Master,Salesperson,5617.89,769
37,Male,High School,Unemployed,4619.96,749
50,Male,Bachelor,Driver,5386.34,849
53,Male,High School,Engineer,3199.04,515
43,Male,Bachelor,Salesperson,8363.87,644
25,Other,High School,Salesperson,4226.73,617
34,Female,High School,Doctor,2028.04,669
58,Female,Bachelor,Manager,4288.12,335
41,Male,Bachelor,Engineer,8595.3,486
37,Female,Bachelor,Unemployed,864.32,364
65,Female,High School,Manager,4618.99,826
31,Male,Bachelor,Engineer,3726.74,816
25,Other,Bachelor,Doctor,2225.89,782
45,Female,High School,Doctor,3883.06,409
37,Male,Master,Accountant,593.17,727
68,Female,Master,Unemployed,3384.53,680
37,Male,Bachelor,Salesperson,3492.84,630
19,Male,Master,Doctor,1468.34,521
26,Male,Bachelor,Engineer,4872.56,524
23,Male,Bachelor,Student,4541.85,692
53,Male,Bachelor,Teacher,3800.55,355
52,Female,Master,Accountant,6074.36,612
68,Other,Bachelor,Driver,3404.36,737
57,Male,Master,Accountant,6748.11,550
39,Female,Bachelor,Doctor,5551.85,393
33,Female,PhD,Driver,1730.68,846
51,Female,Master,Student,6312.94,789
57,Male,Bachelor,Driver,6598.86,389
44,Male,Master,Teacher,4178.48,517
57,Male,PhD,Accountant,4524.5,387
32,Male,Master,Salesperson,3549.67,392
66,Male,Master,Driver,3647.0,770
44,Female,High School,Engineer,4320.14,833
19,Female,Bachelor,Doctor,2521.42,763
54,Other,PhD,Student,5679.61,618
21,Male,PhD,Teacher,4888.52,572
33,Male,Bachelor,Driver,1295.12,811
57,Female,Bachelor,Driver,6401.67,484
34,Male,High School,Driver,1932.98,308
61,Male,High School,Unemployed,5469.14,806
26,Female,Bachelor,Unemployed,4847.87,642
25,Female,Bachelor,Manager,3621.11,748
22,Male,Bachelor,Accountant,6748.65,537
34,Male,Master,Driver,3783.11,773
19,Male,Master,Teacher,2132.62,438
66,Male,Bachelor,Doctor,7347.77,672
19,Female,Bachelor,Salesperson,657.86,360
53,Female,Bachelor,Manager,3650.88,752
47,Male,PhD,Accountant,4541.17,716
68,Male,Master,Manager,5378.76,518
22,Female,Master,Doctor,7998.05,612
46,Female,Bachelor,Manager,6966.2,731
52,Male,Master,Driver,3310.99,643
23,Female,Bachelor,Engineer,6404.58,567
64,Male,High School,Driver,3661.12,759
54,Male,Bachelor,Student,2624.16,690
22,Male,High School,Salesperson,3895.35,582
31,Female,High School,Salesperson,3079.94,566
25,Female,PhD,Driver,2739.91,716
40,Male,Bachelor,Unemployed,3688.87,410
23,Male,Master,Engineer,5149.0,412
48,Male,Master,Unemployed,1706.11,803
26,Male,Master,Teacher,4492.68,797
52,Female,Master,Teacher,3710.91,745
67,Male,Bachelor,Doctor,2536.49,691
69,Male,High School,Salesperson,4111.41,410
43,Female,Bachelor,Student,6264.39,788
27,Male,Master,Teacher,5205.49,514
34,Female,High School,Teacher,2971.84,313
58,Female,Bachelor,Unemployed,3662.45,765
50,Male,Bachelor,Engineer,3520.86,531
27,Male,PhD,Manager,4036.92,794
47,Female,Bachelor,Unemployed,4847.53,591
34,Male,Master,Student,1261.28,781
55,Female,Bachelor,Salesperson,6399.42,648
48,Male,Master,Accountant,2705.51,560
65,Male,Bachelor,Salesperson,5728.49,469
26,Female,Master,Accountant,6807.49,362
65,Female,Other,Salesperson,1427.5,519
23,Female,Bachelor,Student,4811.09,836
57,Male,Master,Student,885.44,833
62,Male,Bachelor,Manager,5395.63,310
57,Female,Bachelor,Driver,1186.78,793
65,Male,Master,Salesperson,4325.25,554
36,Female,Master,Unemployed,4761.82,595
24,Male,Master,Unemployed,4501.08,745
48,Male,Other,Student,7052.18,660
68,Female,Master,Accountant,2914.17,630
26,Male,Master,Manager,2664.16,827
49,Female,Other,Student,5334.45,417
40,Female,Bachelor,Unemployed,4360.36,755
56,Male,Bachelor,Teacher,3451.56,615
64,Other,Bachelor,Doctor,2837.03,565
56,Other,Bachelor,Salesperson,3061.99,803
18,Other,Bachelor,Engineer,2175.76,571
39,Female,Other,Salesperson,3945.38,411
63,Male,High School,Engineer,3709.35,323
64,Male,Bachelor,Unemployed,4549.2,819
32,Other,High School,Unemployed,2809.43,819
40,Male,Bachelor,Salesperson,6867.62,383
41,Male,Bachelor,Student,4395.91,356
64,Male,Other,Salesperson,4969.54,641
60,Male,High School,Accountant,3966.68,471
30,Male,Master,Engineer,4145.53,662
40,Female,High School,Teacher,4690.48,450
53,Female,High School,Student,7878.7,723
65,Male,Other,Student,5437.09,677
31,Male,Master,Manager,500.0,786
28,Female,Bachelor,Unemployed,6913.51,790
22,Male,High School,Salesperson,4983.81,506
23,Male,Master,Unemployed,5020.07,845
45,Female,Bachelor,Engineer,1041.98,553
44,Female,Master,Salesperson,4995.58,716
35,Male,Master,Teacher,4656.86,609
28,Male,Other,Doctor,7448.77,782
57,Male,Bachelor,Teacher,4790.41,543
50,Female,Bachelor,Salesperson,3259.48,663
59,Female,High School,Salesperson,1589.1,405
62,Male,Master,Teacher,6669.4,502
22,Male,Other,Manager,2698.81,418
69,Female,Bachelor,Teacher,2770.05,447
23,Female,Other,Teacher,3091.86,819
31,Female,Bachelor,Manager,4815.33,649
36,Male,Bachelor,Driver,1446.88,584
22,Female,Bachelor,Accountant,4038.88,629
55,Female,Master,Student,2227.37,580
56,Male,Master,Accountant,3200.41,805
61,Male,Bachelor,Engineer,4603.49,476
43,Female,Bachelor,Manager,6302.69,309
19,Male,Bachelor,Manager,4501.82,717
66,Male,Master,Salesperson,3583.68,650
18,Female,Bachelor,Teacher,4239.15,541
27,Male,Other,Unemployed,3796.74,656
38,Female,High School,Driver,6052.8,423
62,Female,Master,Doctor,2054.88,603
26,Male,High School,Engineer,2638.6,339
21,Male,Master,Student,500.0,476
63,Female,Master,Accountant,6013.3,330
34,Male,Master,Unemployed,4560.73,511
36,Male,Master,Driver,3832.36,350
33,Other,Master,Student,500.0,706
47,Female,Other,Student,2460.55,549
37,Female,High School,Driver,3534.38,832
31,Female,Master,Manager,500.0,763
44,Male,Master,Doctor,2482.6,762
46,Female,Bachelor,Accountant,500.0,575
55,Female,Master,Unemployed,2912.1,850
31,Female,Master,Driver,4659.55,467
46,Male,Bachelor,Manager,1326.08,613
67,Male,Master,Accountant,5771.86,441
38,Female,Bachelor,Accountant,7308.08,424
68,Male,Bachelor,Teacher,5213.41,611
44,Male,Bachelor,Manager,2782.33,513
46,Female,Bachelor,Student,6117.75,840
46,Female,Master,Student,4024.51,740
42,Female,High School,Accountant,4809.78,308
43,Female,PhD,Engineer,2766.13,630
52,Female,Bachelor,Teacher,4114.12,557
25,Female,High School,Unemployed,5459.05,844
33,Female,PhD,Engineer,984.77,765
36,Male,Master,Doctor,5319.74,830
34,Other,Master,Teacher,6960.1,702
46,Male,Bachelor,Engineer,8467.93,832
44,Male,High School,Doctor,4264.21,809
38,Female,Other,Teacher,1259.68,501
45,Male,Bachelor,Driver,2733.35,609
22,Male,Bachelor,Teacher,1479.44,461
40,Female,Bachelor,Unemployed,6315.77,311
68,Male,High School,Salesperson,3939.76,441
19,Female,Master,Engineer,3936.24,317
28,Female,Master,Driver,1699.3,625
24,Male,Bachelor,Driver,5118.56,730
35,Female,Master,Manager,4906.73,650
48,Female,Bachelor,Doctor,6742.11,353
66,Female,High School,Doctor,5236.4,489
38,Male,Bachelor,Unemployed,4470.02,550
50,Male,High School,Salesperson,2663.27,710
33,Female,Bachelor,Doctor,5497.0,782
28,Male,Master,Student,3885.35,569
35,Female,Bachelor,Unemployed,4803.55,505
33,Female,Master,Manager,5835.21,594
28,Female,High School,Manager,1622.97,776
54,Female,Bachelor,Accountant,4257.88,832
63,Male,High School,Manager,3541.16,345
44,Female,Bachelor,Unemployed,5758.49,488
57,Male,Bachelor,Teacher,6779.71,504
64,Male,Bachelor,Salesperson,4377.14,381
61,Female,Bachelor,Teacher,1395.17,757
63,Male,Bachelor,Engineer,2511.23,438
63,Female,Bachelor,Doctor,5271.3,577
33,Female,Master,Accountant,500.0,494
21,Male,High School,Engineer,6970.7,725
40,Female,Master,Accountant,500.0,711
46,Female,High School,Salesperson,5964.75,646
42,Other,High School,Unemployed,3440.51,694
30,Male,Master,Unemployed,5808.61,752
24,Female,High School,Doctor,5361.51,805
54,Female,Master,Teacher,9618.14,533
65,Male,High School,Manager,5190.64,335
53,Male,High School,Driver,3069.09,687
66,Male,Bachelor,Engineer,2554.45,311
69,Male,Bachelor,Driver,6307.29,322
60,Male,Other,Manager,2288.3,500
36,Male,PhD,Teacher,3760.11,754
66,Female,PhD,Student,5618.39,615
19,Male,Bachelor,Driver,5623.96,488
45,Female,Master,Salesperson,5906.49,660
52,Female,High School,Accountant,4164.5,818
38,Male,Master,Teacher,2009.57,804
49,Female,Bachelor,Driver,9330.42,738
68,Male,Master,Accountant,3995.88,723
44,Male,Master,Engineer,1993.96,638
31,Female,High School,Salesperson,2175.54,539
21,Male,Master,Unemployed,5047.94,742
20,Female,High School,Doctor,6193.28,346
41,Male,Bachelor,Salesperson,5408.36,850
19,Male,Master,Doctor,2261.44,440
58,Male,PhD,Manager,10515.08,301
23,Male,PhD,Manager,5290.71,676
33,Female,Master,Teacher,1373.05,350
62,Female,Bachelor,Manager,6910.35,840
54,Female,Master,Salesperson,6284.81,478
28,Female,High School,Accountant,6877.81,717
42,Female,High School,Salesperson,2605.62,406
59,Male,Bachelor,Unemployed,2992.87,813
36,Female,Master,Student,3534.93,488
19,Male,Bachelor,Driver,5059.61,744
41,Female,High School,Manager,5635.0,670
58,Female,High School,Teacher,3212.69,356
39,Male,High School,Doctor,2827.37,472
28,Female,High School,Teacher,500.0,305
21,Male,Bachelor,Driver,1760.04,310
69,Male,Bachelor,Doctor,4292.55,355
50,Female,Bachelor,Teacher,4527.55,825
29,Male,Master,Teacher,8315.44,629
20,Female,Bachelor,Engineer,4161.61,844
65,Male,Master,Salesperson,6314.69,702
24,Male,High School,Unemployed,3771.64,346
23,Male,Bachelor,Engineer,2164.24,537
63,Female,PhD,Doctor,9455.45,315
43,Female,Master,Student,2699.44,692
66,Female,Master,Salesperson,3785.49,553
68,Female,Master,Unemployed,2851.01,507
23,Male,Bachelor,Accountant,7623.66,540
42,Female,Master,Accountant,6518.77,732
40,Female,Master,Salesperson,2836.55,653
59,Female,Bachelor,Manager,7805.63,837
25,Male,Bachelor,Accountant,4302.24,546
66,Female,High School,Accountant,2356.58,624
41,Male,Other,Manager,8198.11,617
20,Male,High School,Unemployed,3302.81,603
58,Female,Bachelor,Student,4544.27,849
30,Male,High School,Salesperson,1646.13,453
32,Female,High School,Engineer,941.27,519
45,Female,Bachelor,Unemployed,4597.91,314
53,Male,Bachelor,Manager,4277.26,561
29,Female,Bachelor,Engineer,4620.59,732
30,Female,Bachelor,Salesperson,734.26,367
63,Male,Master,Accountant,7985.05,493
28,Female,Master,Salesperson,2803.35,404
69,Female,Bachelor,Accountant,4947.66,486
52,Male,Bachelor,Teacher,4961.23,757
46,Male,Master,Accountant,1641.8,758
22,Other,Bachelor,Doctor,2586.31,334
39,Male,High School,Teacher,6126.9,428
38,Female,Bachelor,Unemployed,5099.45,684
51,Female,Master,Driver,4296.49,303
27,Male,High School,Manager,5018.42,816
21,Male,Master,Student,5770.51,631
66,Male,Bachelor,Unemployed,3317.53,622
44,Male,Bachelor,Teacher,1176.43,722
43,Male,Bachelor,Engineer,5885.9,845
26,Male,Bachelor,Student,6182.76,771
36,Male,Bachelor,Unemployed,2750.88,590
25,Male,Master,Manager,5937.8,439
24,Female,High School,Engineer,1328.08,521
41,Male,Master,Unemployed,3577.81,460
21,Male,Master,Manager,3525.76,300
40,Female,Master,Doctor,1339.96,401
53,Male,High School,Teacher,4392.6,693
21,Female,Master,Teacher,4134.34,487
25,Male,Bachelor,Accountant,6781.06,312
63,Female,High School,Driver,2974.25,547
18,Female,Bachelor,Accountant,7161.65,330
45,Male,Master,Student,4384.3,598
68,Male,High School,Teacher,3819.91,733
50,Female,High School,Manager,2423.2,764
34,Female,Master,Driver,2098.63,395
31,Male,High School,Teacher,6722.61,820
41,Male,Master,Unemployed,3824.6,308
30,Male,PhD,Doctor,3310.53,535
59,Other,Master,Engineer,4654.48,394
36,Male,Other,Driver,2611.38,494
38,Female,Master,Accountant,500.0,753
50,Female,High School,Manager,6386.68,717
28,Female,High School,Teacher,8493.8,833
67,Female,Bachelor,Manager,4748.25,477
63,Male,Bachelor,Teacher,4051.52,722
50,Female,PhD,Driver,6544.01,850
57,Female,Bachelor,Doctor,2285.55,725
42,Male,Master,Student,6214.41,784
38,Male,Master,Salesperson,4263.86,403
37,Male,High School,Accountant,5929.02,832
51,Female,Bachelor,Doctor,2964.65,821
43,Male,Bachelor,Teacher,2963.03,579
26,Male,Bachelor,Driver,5552.34,307
33,Female,PhD,Engineer,3168.76,526
69,Female,Bachelor,Teacher,7410.66,612
56,Other,Master,Manager,2727.12,585
68,Female,Master,Engineer,8126.26,415
38,Female,Master,Salesperson,3888.98,459
40,Male,Bachelor,Student,9508.56,734
25,Female,Bachelor,Doctor,7267.72,836
19,Male,Master,Student,2904.77,775
40,Female,Other,Engineer,6033.29,375
25,Female,Bachelor,Doctor,3502.25,544
42,Male,Master,Accountant,2373.61,491
34,Male,Master,Student,2232.51,719
61,Female,High School,Student,3429.16,760
47,Male,Bachelor,Student,4772.31,427
62,Male,Bachelor,Manager,5162.29,437
32,Male,Bachelor,Manager,5634.34,773
66,Male,High School,Salesperson,4085.93,577
20,Female,High School,Student,5257.42,484
65,Female,Master,Student,6615.91,346
51,Female,Bachelor,Driver,1443.24,699
63,Female,Bachelor,Manager,4051.17,793
30,Female,Bachelor,Unemployed,7146.85,511
67,Male,Bachelor,Teacher,4965.68,673
19,Male,High School,Engineer,6170.69,704
32,Male,High School,Salesperson,3807.45,585
30,Male,High School,Accountant,4062.59,450
31,Male,Bachelor,Engineer,4498.43,637
39,Female,Bachelor,Salesperson,2833.93,520
20,Female,High School,Student,2804.41,644
21,Male,PhD,Teacher,3690.21,607
36,Female,High School,Doctor,6583.0,722
51,Other,High School,Accountant,5514.62,468
47,Male,Bachelor,Teacher,500.0,357
31,Male,Bachelor,Unemployed,5117.66,605
46,Female,Master,Teacher,4396.6,796
59,Female,PhD,Doctor,4961.74,320
32,Male,Master,Teacher,2070.12,543
65,Male,Master,Unemployed,5888.03,378
68,Female,High School,Unemployed,6070.23,471
65,Female,Bachelor,Student,4575.82,832
34,Male,Bachelor,Manager,5610.92,696
69,Female,Master,Student,2961.17,441
63,Female,PhD,Engineer,972.12,659
20,Male,Bachelor,Engineer,7857.1,378
31,Female,Bachelor,Driver,2705.55,849
53,Other,Bachelor,Salesperson,5719.58,359
48,Male,Other,Student,3573.31,728
22,Other,Bachelor,Manager,4441.05,443
54,Female,Bachelor,Doctor,2540.76,637
31,Male,Bachelor,Teacher,2948.21,766
46,Female,Master,Driver,3406.89,765
45,Male,Master,Accountant,5475.77,822
37,Male,Master,Student,4667.22,346
65,Male,Bachelor,Driver,8694.48,626
68,Female,High School,Accountant,5088.69,813
55,Female,Master,Unemployed,6446.73,773
48,Male,Bachelor,Engineer,3004.1,684
64,Male,Bachelor,Engineer,3376.02,751
61,Male,Master,Salesperson,3496.47,771
40,Female,Bachelor,Engineer,500.0,795
26,Female,Bachelor,Accountant,500.0,803
48,Female,High School,Student,500.0,617
21,Male,Master,Engineer,6337.79,526
59,Other,Master,Accountant,500.0,700
62,Male,Bachelor,Salesperson,1833.79,311
53,Female,Other,Engineer,1199.96,717
27,Female,Bachelor,Driver,4208.49,541
61,Male,High School,Unemployed,3602.89,516
56,Female,Master,Student,6330.75,534
35,Male,High School,Student,3683.5,398
63,Female,Bachelor,Engineer,5916.19,560
46,Male,Master,Engineer,3966.79,305
55,Female,Bachelor,Engineer,1630.62,765
23,Male,PhD,Student,5361.19,373
61,Female,Bachelor,Doctor,2015.11,832
34,Other,Bachelor,Driver,4828.63,749
48,Female,PhD,Unemployed,5802.27,539
58,Male,High School,Driver,2664.88,331
18,Male,High School,Teacher,1508.79,614
66,Male,High School,Salesperson,4174.35,832
49,Female,Bachelor,Accountant,6955.37,676
60,Male,Master,Engineer,6591.05,766
67,Male,Bachelor,Doctor,3197.42,348
20,Male,Bachelor,Student,6324.21,827
38,Male,PhD,Manager,6580.83,793
31,Female,Bachelor,Student,4262.23,510
23,Male,High School,Salesperson,6640.2,628
26,Female,Master,Engineer,5395.21,627
19,Male,High School,Engineer,4315.75,574
68,Female,Master,Engineer,1247.0,820
48,Male,Master,Manager,989.33,337
43,Male,High School,Manager,7172.32,838
66,Male,High School,Engineer,1113.93,356
59,Female,Master,Teacher,4213.03,784
42,Female,High School,Unemployed,5563.56,751
22,Male,High School,Student,3326.11,344
